revenu universel pour tous 		 revenu universel pour tous 		 Score: 1.0000
Refus intégration AAH et de l'APL et RSA dans le RUA + Minimum à garantir 		 Ne pas inclure les personnes bénéficiant de l'AAH ayant un trouble psychique 		 Score: 0.4237
Liberté Egalité Fraternité 		 A Tous dès la naissance et toute la vie 		 Score: 0.4237
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 Universel = Qui s'applique à tous 		 Score: 0.4237
Mères isolées et familles nombreuses 		 NON AU RUA OUI POUR UNE AIDES AU TRAVAILLEURS PAUVRES 		 Score: 0.4237
les bénéficiaires du RSA 		 2 catégories de RU : les non employables et les employables 		 Score: 0.4237
À tout le monde, vivant sur le territoire Français et remplissant une feuille d'impôt et n'atteignant pas un certain plafond ! 		 un revenu universel 		 Score: 0.4237
Pour chaque être humain, quelque soit l'âge, la nationalité. 		 Raisonner par statut et par tranche d'age 		 Score: 0.4237
Uniquement aux personnes seules sans enfants car elles ne cumulent pas les aides 		 Raisonner par statut et par tranche d'age 		 Score: 0.4237
Exclure l'Allocation pour Adulte Handicapé(e) du Revenu Universel d'Activité. 		 uniquement aux bénéficiaires qui le nécessite .... 		 Score: 0.4237
Tout citoyen Français 		 A tout le monde 		 Score: 0.4237
Tout citoyen Français 		 A tout le monde 		 Score: 0.4237
Tout citoyen Français 		 A tout le monde 		 Score: 0.4237
L'AAH ne doit surtout pas être incluse dans le Revenu Universel d'Activité 		 RUA et AAH 		 Score: 0.4237
L'AAH ne doit surtout pas être incluse dans le Revenu Universel d'Activité 		 RUA et AAH 		 Score: 0.4237
Les Personnes Handicapées INAPTES AU TRAVAIL ( 80% et plus ) ne peuvent prétendre à un REVENU mais à une allocation spécifique de Type AAH. 		 Toutes les personnes en âge de travailler et sans emploi 		 Score: 0.4236
Non à l'intégration de l'ASPA et de l'AAH dans le RUA! 		 L'aah doit continuer d'exister distinctement. 		 Score: 0.4236
1000  A TOUS TOUTE LA VIE 		 Revenu universel pour tous sans condition 		 Score: 0.4236
Laccompagnement et laccès à lemploi ne peuvent pas être dissociés du RUA 		 Non à l'intégration de l'ASPA et de l'AAH dans le RUA! 		 Score: 0.4236
Ouvrir le RUA aux jeunes avec un projet de création dentreprise viable 		 Une autre vision du revenu d'activité 		 Score: 0.4236
Reconnaissance de l humain 		 A tous (sinon il n'est pas universel) 		 Score: 0.4236
A quel public peut-il s'adresser ? 		 A toustes 		 Score: 0.4236
équivoque 		 Pour qui le RUA 		 Score: 0.4236
A quel public peut-il s'adresser ? 		 "Un vrais ""Revenu Universle"" pour TOUS, modulaire et sous conditions" 		 Score: 0.4236
aux retraités bénéficiaires de l'aspa. 		 Inclure les APL dans le RUA n'est pas possible car quid des personnes handicapées à l'AAH qui doivent rester hors du cadre du RUA ?! 		 Score: 0.4236
En priorite aux familles mono parentales. 		 Aux personnes avec un solde de revenus inférieur à un certain niveau 		 Score: 0.4235
Liberté Egalité Fraternité 		 "Évitons de polluer le débat public ! Les mots ont un sens: ""Universel"" veut dire ""Qui s'applique à tous les cas"" !" 		 Score: 0.4235
jojo 		 RUA POUR TOUS 		 Score: 0.4235
jojo 		 RUA POUR TOUS 		 Score: 0.4235
Tout citoyen Français 		 A qui doit s'adresser le RUA: universel donc... 		 Score: 0.4235
+ le 2eme parent 		 A tous les CITOYENS 		 Score: 0.4235
La considération du handicap avec un taux inférieur à 80% 		 uniquement aux bénéficiaires qui le nécessite .... 		 Score: 0.4235
Reconnaitre les aidants pour mieux respecter nos anciens 		 AUX TITULAIRES D'UNE RQTH (Reconnaissance en Qualité de Travailleur Handicapé) NE BÉNÉFICIANT PAS DE L'AAH 		 Score: 0.4235
Migrant 		 RUA au Prorata avec plafond de revenus 		 Score: 0.4235
Pour les chomeurs qui veulent se former ou créer une entreprise. 		 NON à la fabrique de fainéants 		 Score: 0.4235
L'AAH n'est pas un un minimum social comme les autres 		 Jeunes, étudiants, handicapés, personnes agées 		 Score: 0.4234
+ le 2eme parent 		 Revenu adapté 		 Score: 0.4234
L'intégration de nouveaux publics implique une augmentation des dépenses sociales 		 La contribution pour tous 		 Score: 0.4234
Réservé aux seuls nationaux 		 Revenue universelle 		 Score: 0.4234
A quel public peut-il s'adresser ? 		 pour tous 		 Score: 0.4234
Récupération sur succession? 		 "Ouvrir les yeux sur les ""vrais revenus"" pris en compte pour une ouverture de droits" 		 Score: 0.4234
A tous les citoyens français 		 ÉGALITÉ POUR TOUS DES 18ANS 		 Score: 0.4234
Liberté Egalité Fraternité 		 INCITER A LA REPRISE DE TRAVAIL 		 Score: 0.4234
Stage 		 contre 		 Score: 0.4234
Ne pas oublier les jeunes et les étudiants ! 		 Pour tous individuellement, imposé 		 Score: 0.4234
AAH ce n'est pas une prime d'activité 		 Prime temporaire 		 Score: 0.4234
femmes 		 Pas aux porteurs daah 		 Score: 0.4234
d'une ouverture de droit simple (un seul et unique intervenant), Indexé a minima sur l'inflation, mensualisé 		 Vérifier les revenus réels des bénéficiaires 		 Score: 0.4234
Universel : Qui s'étend, s'applique à la totalité des objets (personnes ou choses) qui existent. 		 REVENU UNIVERSEL 		 Score: 0.4233
mère seule 		 Chaque personne en situation de fragilité sociale et économique, dès 18 ans 		 Score: 0.4233
Attribution à chaque citoyen français. 		 contre 		 Score: 0.4233
Aah 		 A tout majeur et mineur émancipé 		 Score: 0.4233
Aah 		 A tout majeur et mineur émancipé 		 Score: 0.4233
Alerte senior et RUA 		 Pas aux porteurs daah 		 Score: 0.4233
femmes 		 Aux personnes qui ont un projet 		 Score: 0.4233
Universel : Qui s'étend, s'applique à la totalité des objets (personnes ou choses) qui existent. 		 LA THEORIE DU REVENU UNIVERSEL 		 Score: 0.4233
Aider à créer et non à rester chez soi 		 A tout les citoyens en fonction des ressources / patrimoine 		 Score: 0.4233
Tout citoyen Français 		 REVENU UNIVERSEL 		 Score: 0.4233
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 "Rendre universel ""le revenu universel (d'activité)""" 		 Score: 0.4233
Le RUA ne peut sadresser aux allocataires de lAAH et de toutes les aides aux  personnes en situation de handicap 		 Non a l'aah dans le RUA 		 Score: 0.4232
AAH ce n'est pas une prime d'activité 		 A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 Score: 0.4232
Universel ou PAS ? 		 A toutes &amp 		 Score: 0.4232
Pour aider les actifs en contrat précaire. 		 qui dit activité dit salaire 		 Score: 0.4232
Inclure les APL dans le RUA n'est pas possible car quid des personnes handicapées à l'AAH qui doivent rester hors du cadre du RUA ?! 		 A tous, et en particulier aux précaires, aux SDF et aux non-recours 		 Score: 0.4232
AAH ce n'est pas une prime d'activité 		 Les jeunes et les stages 		 Score: 0.4232
Quel critère de citoyenneté pour bénéficier du RUA 		 TOUT LE MONDE si c'est un revenu universel 		 Score: 0.4232
AUX PERSONNES EN RECHERCHE D' EMPLOI ( sans chômage et sans AUCUN  REVENUS  ) entre 55 et 65 ans 		 Revenu pour toutes personne en dessous du seuil de pauvreté 		 Score: 0.4231
Pour chaque être humain, quelque soit l'âge, la nationalité. 		 À toute personne, ayant un revenu inférieur à 2000. 		 Score: 0.4231
Faire comme la prime activité  avec les même plafond resources 		 Pourquoi fusionne le revenu universel et L'Aah 		 Score: 0.4231
RMA à 1300 euros nets par mois 		 Le RU en lieu et place de toutes les autres allocations 		 Score: 0.4231
Migrant 		 Ancien bénéficiaires de la prime à l 'emploi 		 Score: 0.4231
suppression du social et promotion du travail 		 vrai statut de l'aidant, hors allocations 		 Score: 0.4231
A A H 		 Comme pour le chomage 		 Score: 0.4231
Les pauvres... 		 Scandaleux 		 Score: 0.4231
Secteur animation sous payé 		 Prime temporaire 		 Score: 0.4231
Des allocations avec des objectifs différents 		 etudes supérieures gratuites 		 Score: 0.4231
Le revenu universel doit être attribué dès 18 ans 		 UNIVERSEL c'est pour tous 		 Score: 0.4230
à personnes oui à la complexité des individus et de leurs situations 		 LES BENEVOLES ASSOCIATIFS exerçant des RESPONSABILITES dans le secteur SOCIAL et SOLIDAIRE. 		 Score: 0.4230
Aux parents en congé parental et aux parents au foyer 		 Jeunes, étudiants, handicapés, personnes agées 		 Score: 0.4230
AUX PERSONNES EN RECHERCHE D' EMPLOI ( sans chômage et sans AUCUN  REVENUS  ) entre 55 et 65 ans 		 Un revenu universel pour chacun(e) 		 Score: 0.4230
droit pour toute personne ayant une retraite inférieur a 1500 euros 		 Un revenu non universel et non lié à l'activité. 		 Score: 0.4230
Des droits équitables pour les parents divorcés ou séparés 		 Revenu universel à donner à tous sans conditions...revenu universel de citoyenneté 		 Score: 0.4230
La considération du handicap avec un taux inférieur à 80% 		 Créer un revenu pour que chaque être humain puisse vivre dignement 		 Score: 0.4230
Arrêter l'énorme surcoût bureaucratique visant à grapiller sur les non-bénéficiaires 		 Les personnes avec ou sans emplois sous conditions 		 Score: 0.4229
Scandaleux 		 trop de personnes fragilisées 		 Score: 0.4229
1000  A TOUS TOUTE LA VIE 		 Créer un revenu pour que chaque être humain puisse vivre dignement 		 Score: 0.4229
TOUT TYPE DE PUBLIC 		 Prime temporaire 		 Score: 0.4229
Aider à créer et non à rester chez soi 		 IL FAUT GARDER LE SYSTEME EXISTENT AFIN DE CIBLER FINANCIEREMENT LES DIFFERENTS PROBLEMES DES PERSONNES ? NON PAS GLOBALISER LES AIDES 		 Score: 0.4229
A tous, automatiquement, au 1er du mois, sans condition afin de responsabiliser chacun et d'économiser les frais de gestion ou de contrôle 		 Tous selon ressources et individuellement 		 Score: 0.4229
Procédure judiciaire 		 ceux 		 Score: 0.4229
droit pour toute personne ayant une retraite inférieur a 1500 euros 		 Revenu universel à donner à tous sans conditions...revenu universel de citoyenneté 		 Score: 0.4229
renversons la table!! 		 Libérez les TANGUY : + impôt - APL les calculs sont pas bon! 		 Score: 0.4229
A quels publics... 		 Taux progressif pour les mineurs 		 Score: 0.4228
aux retraités bénéficiaires de l'aspa. 		 Guichet Unique de Prestations Sociales 		 Score: 0.4228
aux retraités bénéficiaires de l'aspa. 		 Guichet Unique de Prestations Sociales 		 Score: 0.4228
Des allocations avec des objectifs différents 		 Ancien bénéficiaires de la prime à l 'emploi 		 Score: 0.4228
Etudiants en situation de Handicap reconnus de 50% et 79% 		 Ne pas oublier les jeunes et les étudiants ! 		 Score: 0.4228
aux retraités bénéficiaires de l'aspa. 		 revenu universel d'activite 		 Score: 0.4228
Reconnaissance de l humain 		 RUA 		 Score: 0.4228
Reconnaissance de l humain 		 RUA 		 Score: 0.4228
Reconnaissance de l humain 		 RUA 		 Score: 0.4228
Reconnaissance de l humain 		 RUA 		 Score: 0.4228
Reconnaissance de l humain 		 RUA 		 Score: 0.4228
Reconnaissance de l humain 		 RUA 		 Score: 0.4228
Revenu Minimum Unique RMU 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.4227
A tous, automatiquement, au 1er du mois, sans condition afin de responsabiliser chacun et d'économiser les frais de gestion ou de contrôle 		 A tous ceux qui  perçoivent un salaire , une allocation  ou une retraite inférieure au smic . 		 Score: 0.4227
Égalité des droits lors de Garde Alternée des enfants 		 Uniquement aux personnes seules sans enfants car elles ne cumulent pas les aides 		 Score: 0.4227
L'AAH ne doit pas être incluse dans le RUA. 		 Certainement pas aux personnes handicapées 		 Score: 0.4227
TOUT TYPE DE PUBLIC 		 pour tous en fonction des revenus 		 Score: 0.4227
S'adresser à soi-même 		 RUA 		 Score: 0.4227
S'adresser à soi-même 		 RUA 		 Score: 0.4227
S'adresser à soi-même 		 RUA 		 Score: 0.4227
S'adresser à soi-même 		 RUA 		 Score: 0.4227
S'adresser à soi-même 		 RUA 		 Score: 0.4227
S'adresser à soi-même 		 RUA 		 Score: 0.4227
Pour aider les actifs en contrat précaire. 		 A tous, et en particulier aux précaires, aux SDF et aux non-recours 		 Score: 0.4227
Dés 16 ans en fonction de certain critères d 'éligibilité 		 Aux personnes avec un solde de revenus inférieur à un certain niveau 		 Score: 0.4227
A toute personne sans activité de plus de 18 ans respectant les critères d'éligibilité suivants : 		 A tous les citoyens, sous condition de ressources uniquement 		 Score: 0.4227
Stage 		 A TOUS LES PAUVRES 		 Score: 0.4227
femmes 		 Pour toute personne qui travaillent 		 Score: 0.4227
Certainement pas aux personnes handicapées 		 S'adresser à tous mais avec une contrepartie. 		 Score: 0.4227
Le revenu universel doit être attribué dès 18 ans 		 LAllocation Suplémentaire d'Invalidité doit absolulment rester hors du champ du RUA car elle a été conçue pour compléter les toutes petites pensions dinvalidités de personnes handicapées ayant travaillé moins de 10 ans (maladies chroniques invalidantes) 		 Score: 0.4227
RUA ou RSU ? Soyons clairs. 		 Pour chaque individu de la société 		 Score: 0.4227
Titre supprimé 		 Ayant droits 		 Score: 0.4226
Titre supprimé 		 Ayant droits 		 Score: 0.4226
Etudiants en situation de Handicap reconnus de 50% et 79% 		 "RUA : aux personnes dites ""précaires"". AAH (+ éventuellement CR) : à maintenir absolument aux personnes invalides "" concernées !!!" 		 Score: 0.4226
Quel critère de citoyenneté pour bénéficier du RUA 		 Alerte senior et RUA 		 Score: 0.4226
A qui le Rua doit-il s'adresser 		 Attention à l'amalgame 		 Score: 0.4226
RUA et AAH 		 Le RUA ne doit pas s'appliquer aux bénéficiaires de l'AAH 		 Score: 0.4226
Le RUA ne doit pas s'appliquer aux bénéficiaires de l'AAH 		 RUA et AAH 		 Score: 0.4226
RUA ou RSU ? Soyons clairs. 		 Pour tous 		 Score: 0.4226
RUA ou RSU ? Soyons clairs. 		 Pour tous 		 Score: 0.4226
RUA ou RSU ? Soyons clairs. 		 Pour tous 		 Score: 0.4226
RUA ou RSU ? Soyons clairs. 		 Pour tous 		 Score: 0.4226
RUA ou RSU ? Soyons clairs. 		 Pour tous 		 Score: 0.4226
Aux mères au foyer 		 A toutes les personnes en situation difficile temporaire ou permanente 		 Score: 0.4226
Alerte senior et RUA 		 Instituer un plafond de patrimoine 		 Score: 0.4226
Faire comme la prime activité  avec les même plafond resources 		 RUA à la place de deduction de l'ISF 		 Score: 0.4226
+ le 2eme parent 		 étudiants et inactifs élevant leurs enfants 		 Score: 0.4226
Ne pas inclure les personnes bénéficiant de l'AAH ayant un trouble psychique 		 A toutes personnes subissant un changement de situation non souhaité 		 Score: 0.4226
Vérifier les revenus réels des bénéficiaires 		 LES BENEVOLES ASSOCIATIFS exerçant des RESPONSABILITES dans le secteur SOCIAL et SOLIDAIRE. 		 Score: 0.4226
Et les retraités ? 		 uniquement aux bénéficiaires qui le nécessite .... 		 Score: 0.4226
Pour aider les actifs en contrat précaire. 		 Aux travailleurs et à ceux qui sont dans l'incapacité de travailler 		 Score: 0.4226
Arrêter l'énorme surcoût bureaucratique visant à grapiller sur les non-bénéficiaires 		 Le Revenu Vital Actif   et le marche de l'économie 		 Score: 0.4226
Égalité des droits lors de Garde Alternée des enfants 		 Sauf handicapés 		 Score: 0.4225
Et les retraités ? 		 Alerte senior et RUA 		 Score: 0.4225
Aux artistes plasticiens qui n'ont aucune protection sociale 		 A tout adulte en dessous du seuil de pauvreté. 		 Score: 0.4225
Les pauvres... 		 A TOUS LES PAUVRES 		 Score: 0.4225
A qui le Rua doit-il s'adresser 		 à personnes oui à la complexité des individus et de leurs situations 		 Score: 0.4225
A tous les citoyens français 		 A TOUS LES ETUDIANTS SANS DISTINCTION 		 Score: 0.4225
A tous les citoyens français 		 A TOUS LES ETUDIANTS SANS DISTINCTION 		 Score: 0.4225
