TO ALL FRENCH CITIZENS 		 To all French citizens 		 Score: 1.0000
the poorest quarter of the over-16s, quite simply 		 income granted to any person without work and without benefit from the beginning of the precariousness and without condition of resources going back to the year before 		 Score: 0.1812
jojo 		 Caregivers 		 Score: 0.1812
LAAH is not just another minimum. 		 To all those who are in precariousness, poverty 		 Score: 0.1811
RUA or RSU? Let's be clear. 		 for all but with conditions 		 Score: 0.1811
Title deleted 		 Scandalous 		 Score: 0.1811
Title deleted 		 Scandalous 		 Score: 0.1811
People receiving AAH should not be concerned 		 Exclude the Allocation for Disabled Adults from the Universal Activity Income. 		 Score: 0.1811
The French in Europe 		 To people who have a project 		 Score: 0.1811
Human recognition 		 To all citizens according to resources / assets 		 Score: 0.1810
Situation of precariousness 		 Eradicating poverty in a caring society 		 Score: 0.1810
Temporary premium 		 A universal income close to the minimum wage 		 Score: 0.1810
Parents on parental leave and stay-at-home parents 		 Neither the AHA nor the solidarity allowance for the elderly 		 Score: 0.1809
who is concerned? 		 rights and duties 		 Score: 0.1808
Temporary premium 		 For each individual in the company 		 Score: 0.1808
Temporary premium 		 Everyone: it is a UNIVERSAL income 		 Score: 0.1808
Animation sector 		 RUA at 100% of the SMIC for disabled people who cannot or no longer work 		 Score: 0.1808
Limits 		 All of them? 		 Score: 0.1807
Simplification of procedures and IT tools 		 Addressing all but with a counterpart. 		 Score: 0.1807
the poorest quarter of the over-16s, quite simply 		 any major below this RUA 		 Score: 0.1807
RUA with anti-fraud system 		 Not to daah carriers 		 Score: 0.1807
those 		 To help workers on precarious contracts. 		 Score: 0.1807
Simplification of procedures and IT tools 		 for all but with conditions 		 Score: 0.1807
Why in silver? 		 NO 		 Score: 0.1807
who is concerned? 		 To workers and those who are unable to work 		 Score: 0.1807
Include the SSA in the UAP 		 Students with disabilities recognized at 50% and 79%. 		 Score: 0.1807
equivocal 		 to people yes to the complexity of individuals and their situations 		 Score: 0.1806
young people completing their studies 		 Only for single people without children because they do not receive the same amount of aid 		 Score: 0.1806
Equal Rights in Alternate Custody of Children 		 real status for carers, excluding benefits 		 Score: 0.1806
jojo 		 To all persons without income 		 Score: 0.1806
jojo 		 To all persons without income 		 Score: 0.1806
The French in Europe 		 All according to resources and individually 		 Score: 0.1806
Studying is a full-time activity 		 Who should the Universal Activity Income be aimed at? 		 Score: 0.1805
Recovered from the estate? 		 Decent income for the elderly 		 Score: 0.1805
The French in Europe 		 THE THEORY OF UNIVERSAL INCOME 		 Score: 0.1805
people in burnout at work 		 AAH (Allocation adulte Handicapé) - Who says activity says being able to work 		 Score: 0.1805
Include the SSA in the UAP 		 NO TO THE RUA YES TO HELP THE WORKING POOR 		 Score: 0.1804
1 200 		 UNIVERSAL 		 Score: 0.1804
1 200 		 Universal 		 Score: 0.1804
1 200 		 Universal 		 Score: 0.1804
1 200 		 UNIVERSAL 		 Score: 0.1804
Situation of precariousness 		 beneficiaries 		 Score: 0.1804
condition for receiving the SUP 		 To all, automatically, on the 1st of the month, without condition in order to make everyone responsible and to save management or control costs 		 Score: 0.1803
equivocal 		 No to the integration of the aah and the aspa! 		 Score: 0.1803
Allocations with different objectives 		 Who is the target audience? 		 Score: 0.1803
The French in Europe 		 Working poor and students 		 Score: 0.1802
people in burnout at work 		 To the students! 		 Score: 0.1802
jojo 		 TO ALL FRENCH CITIZENS 		 Score: 0.1802
jojo 		 To all French citizens 		 Score: 0.1802
Limits 		 Universal . 		 Score: 0.1802
condition for receiving the SUP 		 Universal = all without exceptions or conditions 		 Score: 0.1802
Title deleted 		 RU for whom 		 Score: 0.1801
Title deleted 		 RU for whom 		 Score: 0.1801
The French in Europe 		 For all those experiencing poverty 		 Score: 0.1801
condition for receiving the SUP 		 Prorated RUA with income ceiling 		 Score: 0.1801
Legal proceedings 		 For each individual in the company 		 Score: 0.1801
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 Don't leave out the vulnerable 		 Score: 0.1801
The French in Europe 		 the poverty line 		 Score: 0.1801
Internship 		 To anyone to help achieve a decent income 		 Score: 0.1800
Animation sector 		 Objective 0 young people without resources and without support 		 Score: 0.1800
ALL TYPES OF AUDIENCES 		 EVERYONE if it is a universal income 		 Score: 0.1800
young people completing their studies 		 To all citizens, means-tested only 		 Score: 0.1800
the poorest quarter of the over-16s, quite simply 		 Student Aid 		 Score: 0.1799
particular case of psychic patients psychiatric illness is each time a specific case so create a follow-up file 		 RUA at 100% of the SMIC for disabled people who cannot or no longer work 		 Score: 0.1799
Recovered from the estate? 		 The poor... 		 Score: 0.1799
ALL TYPES OF AUDIENCES 		 Caregivers 		 Score: 0.1798
particular case of psychic patients psychiatric illness is each time a specific case so create a follow-up file 		 The RUA is not adapted to all disability situations 		 Score: 0.1798
let's turn the table over! 		 And the students 		 Score: 0.1797
jojo 		 The French above all 		 Score: 0.1797
Animation sector 		 To people who have a project 		 Score: 0.1797
Simplification of procedures and IT tools 		 To be combined with family allowances 		 Score: 0.1796
Situation of precariousness 		 lone mothers who raised their children alone 		 Score: 0.1796
equivocal 		 AAH in RUA 		 Score: 0.1796
1 200 		 A Universal Income for All 		 Score: 0.1795
The French in Europe 		 Young people, disabled people, poor families with children 		 Score: 0.1795
Human recognition 		 For whom 		 Score: 0.1795
people in burnout at work 		 Recipients of the ASS 		 Score: 0.1795
condition for receiving the SUP 		 To all without exception 		 Score: 0.1795
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 To everyone below the poverty line. 		 Score: 0.1794
Owner with a deceased spouse 		 Recipients of the ASS 		 Score: 0.1794
Don't leave out the vulnerable 		 guaranteed to be in the black 		 Score: 0.1794
Dissociate the amount of certain APLs 		 RUA and AAH 		 Score: 0.1794
Dissociate the amount of certain APLs 		 RUA and AAH 		 Score: 0.1794
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 suppression of the social and promotion of the work 		 Score: 0.1794
Why in silver? 		 The poor... 		 Score: 0.1793
Human recognition 		 A A H 		 Score: 0.1793
Owner with a deceased spouse 		 Addressing yourself 		 Score: 0.1793
Animation sector 		 Everyone: it is a UNIVERSAL income 		 Score: 0.1793
Recovered from the estate? 		 The Supplementary Invalidity Allowance must absolutely remain outside the scope of the RUA as it was designed to supplement very small disability pensions of disabled people who have worked less than 10 years (chronic disabling diseases) 		 Score: 0.1793
Animation sector 		 Conditions 		 Score: 0.1793
Parents on parental leave and stay-at-home parents 		 People with or without jobs, under certain conditions 		 Score: 0.1793
those 		 Social aids 		 Score: 0.1793
equivocal 		 To all (otherwise it is not universal) 		 Score: 0.1793
The French in Europe 		 Universal solidarity income, not activity income! 		 Score: 0.1793
Title deleted 		 NO 		 Score: 0.1792
Title deleted 		 NO 		 Score: 0.1792
Limits 		 For all 		 Score: 0.1792
Limits 		 for all 		 Score: 0.1792
Limits 		 For all 		 Score: 0.1792
Limits 		 For all 		 Score: 0.1792
Limits 		 For all 		 Score: 0.1792
Limits 		 For all 		 Score: 0.1792
NO 		 Equity 		 Score: 0.1791
Don't leave out the vulnerable 		 Conditions 		 Score: 0.1791
Don't leave out the vulnerable 		 To the students! 		 Score: 0.1791
Why in silver? 		 resources 		 Score: 0.1791
1 200 		 To people who have a project 		 Score: 0.1791
condition for receiving the SUP 		 Include the SSA in the UAP 		 Score: 0.1790
the poorest quarter of the over-16s, quite simply 		 To ALL to give everyone the same chances from the start 		 Score: 0.1790
Allocations with different objectives 		 To all potential beneficiaries without exception 		 Score: 0.1790
ALL TYPES OF AUDIENCES 		 students and inactive persons raising children 		 Score: 0.1790
The French in Europe 		 To all citizens according to resources / assets 		 Score: 0.1790
people in burnout at work 		 Rights holders 		 Score: 0.1789
who is concerned? 		 women 		 Score: 0.1789
Title deleted 		 To all or no one 		 Score: 0.1788
Title deleted 		 To all or no one 		 Score: 0.1788
Why in silver? 		 Universal AND supportive 		 Score: 0.1788
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 UNIVERSAL 		 Score: 0.1788
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 Universal 		 Score: 0.1788
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 Universal 		 Score: 0.1788
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 UNIVERSAL 		 Score: 0.1788
Parents on parental leave and stay-at-home parents 		 To all, as soon as the person does not reach a sufficient income to live in dignity 		 Score: 0.1787
Why in silver? 		 RUA FOR ALL 		 Score: 0.1787
Why in silver? 		 RUA FOR ALL 		 Score: 0.1787
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 For the unemployed who want to train or start a business. 		 Score: 0.1786
Equal Rights in Alternate Custody of Children 		 The RUA cannot be used for recipients of the AAH and all other forms of aid for people with disabilities 		 Score: 0.1786
ALL TYPES OF AUDIENCES 		 To all without exception 		 Score: 0.1786
Equal Rights in Alternate Custody of Children 		 TO ALL BUT WITH CONDITIONS TO BE DETERMINED AND CHECKED TOGETHER 		 Score: 0.1786
let's turn the table over! 		 The contribution for all 		 Score: 0.1785
Targeted and better supervised 		 Unrecognized or partially recognized disabilities 		 Score: 0.1785
MAILING ADDRESSES 		 To anyone to help achieve a decent income 		 Score: 0.1785
Human recognition 		 All the people 		 Score: 0.1785
Human recognition 		 All the people 		 Score: 0.1785
ALL TYPES OF AUDIENCES 		 To all CITIZENS 		 Score: 0.1785
let's turn the table over! 		 Beware of confusion 		 Score: 0.1785
Limits 		 And the students 		 Score: 0.1785
jojo 		 To people who have a project 		 Score: 0.1784
LAAH is not just another minimum. 		 Individualize the RUA rather than granting it to a household 		 Score: 0.1784
RUA or RSU? Let's be clear. 		 Dear Ministry of Solidarity and Health, 		 Score: 0.1784
1 200 		 Bonus for single persons 		 Score: 0.1784
equivocal 		 to people working part-time or three-quarters of the time 		 Score: 0.1784
Limits 		 AAH (Allocation adulte Handicapé) - Who says activity says being able to work 		 Score: 0.1784
jojo 		 To the middle classes 		 Score: 0.1783
equivocal 		 RU for whom 		 Score: 0.1782
those 		 As for unemployment 		 Score: 0.1782
those 		 The French above all 		 Score: 0.1782
People receiving AAH should not be concerned 		 Objective 0 young people without resources and without support 		 Score: 0.1782
RUA or RSU? Let's be clear. 		 keep the AAH (Allocation Adultes Handicapées a part 		 Score: 0.1782
Allocations with different objectives 		 RUA for all without conditions 		 Score: 0.1782
